Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
16590,3/4/2020,Dedham Savings,Paper,Yes,1,,Yes,,,,,
16591,3/5/2020,"Charles Schwab & Co., Inc.",Electronic,Yes,2,,Yes,,,Yes,,
16593,3/5/2020,Wells Fargo Bank,Electronic,Yes,3,,Yes,,,Yes,,
16588,3/5/2020,Carnival Corporation & PLC,Electronic,Yes,2182,Yes,Yes,Yes,Yes,Yes,,
16594,3/6/2020,Southbridge Credit Union,Electronic,Yes,1048,,,,Yes,,,
16595,3/6/2020,"Athens Insurance Services, Inc.",Paper,Yes,67,Yes,,Yes,,Yes,,
16596,3/6/2020,"NYR Organic, Inc.",Electronic,Yes,361,Yes,Yes,,,Yes,,
16597,3/6/2020,"Doyle Wealth Management, Inc.",Electronic,Yes,11,Yes,Yes,,,Yes,,
16598,3/6/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16599,3/6/2020,"Lonza North America, Inc.",Electronic,,1,Yes,Yes,Yes,Yes,Yes,,
16600,3/6/2020,CliftonLarsonAllen LLC,Electronic,Yes,6,Yes,,,,Yes,,
16601,3/6/2020,Meadville Medical Center,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
16602,3/6/2020,"James River Asset Management, LLC",Electronic,Yes,1,Yes,,,,Yes,,
16603,3/6/2020,"Department of Commerce Federal Credit Union
(""DOCFCU"")",Electronic,Yes,10,Yes,Yes,,,Yes,,
16604,3/6/2020,KeyBank,Electronic,Yes,1,,Yes,,,Yes,,
16605,3/9/2020,Berkshire Bank,Electronic,Yes,214,,,,Yes,,,
16606,3/9/2020,"Eversana Life Sciences Services, LLC",Electronic,Yes,63,Yes,Yes,,,Yes,,
16608,3/9/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16609,3/9/2020,National Filter Media,Electronic,Yes,1,Yes,,,,Yes,,
16610,3/9/2020,"Hahn Financial Group, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
16611,3/10/2020,TrueFire LLC,Electronic,,162,,,,Yes,,,
16612,3/10/2020,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
16613,3/10/2020,The Prudential Insurance Company of America,Electronic,,26,Yes,Yes,,,Yes,,
16614,3/10/2020,"Choctaw Global, LLC",Electronic,Yes,4,Yes,,,,Yes,,
16615,3/10/2020,Town of Bristol Rhode Island¶s Department of Public Works,Electronic,Yes,2,Yes,,,,Yes,,
16607,3/10/2020,Jackson National Life Insurance Company,Paper,,1,Yes,Yes,,,Yes,,
16616,3/11/2020,Woods & Woods LLC,Electronic,Yes,213,Yes,Yes,,,Yes,,
16617,3/11/2020,The Village Bank,Electronic,,1,,,,Yes,,,
16618,3/11/2020,"The Results Companies, LLC",Electronic,Yes,31,Yes,,Yes,,Yes,,
16619,3/11/2020,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
16620,3/11/2020,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
16621,3/11/2020,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
16622,3/11/2020,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
16623,3/11/2020,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
16624,3/11/2020,Northeast Radiology,Electronic,Yes,487,Yes,,,,Yes,,
16625,3/12/2020,"Greater Washington Educational Telecommunications Association, Inc.",Electronic,Yes,10,Yes,Yes,,,Yes,,
16626,3/12/2020,Chapdelaine Law OfficePC,Electronic,,100,Yes,Yes,Yes,,,,
16627,3/12/2020,"Relation Insurance Inc., d/b/a Relation Insurance Services of Georgia",Electronic,Yes,6,Yes,,,,Yes,,
16628,3/13/2020,UMass Memorial Medical Group,Electronic,Yes,1,Yes,,,,Yes,,
16629,3/13/2020,"General Electric Company (""GE"")",Electronic,,6,Yes,Yes,Yes,,Yes,,
16630,3/13/2020,Wichita State University,Electronic,Yes,769,Yes,,,,Yes,,
16631,3/13/2020,"Partnervest Advisory Services, LLC",Electronic,Yes,3,Yes,Yes,,,Yes,,
16632,3/13/2020,The Village Bank,Electronic,,1,,,,Yes,,,
16633,3/13/2020,"BGGMC, LLC / Hotel Contessa",Electronic,,42,,,,Yes,,,
16634,3/13/2020,"Kids 2, Inc.",Electronic,Yes,4,Yes,Yes,,,Yes,,
16647,3/13/2020,Benchmark Education Company,Electronic,Yes,22,Yes,Yes,,,Yes,,
16648,3/13/2020,Sceptre Hospitality Resources,Electronic,Yes,27,,,,Yes,Yes,,
16649,3/13/2020,Chesapeake Bank of Maryland,Electronic,Yes,3,Yes,Yes,Yes,Yes,Yes,,
16643,3/16/2020,DiPrete Engineering Associates Inc.,Electronic,Yes,2,Yes,,Yes,,Yes,,
16644,3/16/2020,Peoples United Bank,Electronic,Yes,2,Yes,Yes,,,Yes,,
16645,3/16/2020,"Avalon Health Care Management, Inc.",Electronic,Yes,4,Yes,,,,Yes,,
16646,3/16/2020,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
16650,3/17/2020,"SafeRack, LLC",Electronic,Yes,8,Yes,Yes,,,Yes,,
16656,3/17/2020,The Commonwealth of Massachusetts Executive Office of Health & Human Services Office of Medicaid,Electronic,Yes,1,Yes,,,,,,
16657,3/17/2020,Eastern Bank,Electronic,,107,,,,Yes,,,
16658,3/17/2020,Bank of America,,Yes,1,Yes,Yes,,Yes,Yes,,
16635,3/17/2020,First Federal Bank & Trust,Electronic,Yes,1,Yes,Yes,,,Yes,,
16636,3/17/2020,"Tandem Diabetes Care, Inc.",Electronic,Yes,99,Yes,,,,Yes,,
16637,3/17/2020,The Nature Conservancy,Electronic,Yes,1,Yes,,Yes,,Yes,,
16638,3/17/2020,"Mark Nichols, CPA",Electronic,Yes,466,Yes,Yes,,Yes,Yes,,
16639,3/17/2020,TRP Sumner PLLC,Electronic,Yes,4,Yes,,,,Yes,,
16640,3/17/2020,"Wells Fargo Bank, N.A.",Electronic,Yes,15,,Yes,,Yes,Yes,,
16641,3/17/2020,Town of Houlton Police Department,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
16642,3/17/2020,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
16653,3/18/2020,"Robert Silman Associates Structural Engineers, D.P.C.",Electronic,Yes,1,,,,Yes,Yes,,
16654,3/18/2020,Banfi Products Corporation,Electronic,Yes,39,Yes,,Yes,,Yes,,
16655,3/18/2020,The Village Bank,Electronic,,2,,,,Yes,,,
16651,3/18/2020,Main Street Bank,Electronic,,1,,,,Yes,,,
16652,3/19/2020,Firstmark Services,Electronic,Yes,1,,Yes,,,,,
16661,3/19/2020,National Grid,Electronic,Yes,1,Yes,,Yes,,Yes,,
16662,3/20/2020,Cirtec Medical Corporation,Electronic,Yes,583,Yes,,Yes,,Yes,,
16663,3/20/2020,Discover Financial Services,Electronic,,40,,,,Yes,,,
16664,3/20/2020,General Electric Company,Electronic,,487,Yes,Yes,Yes,,Yes,,
16665,3/20/2020,Savers Bank,Electronic,,1,,,,Yes,,,
16666,3/20/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16667,3/20/2020,Adams Community Bank,Electronic,,1,,,,Yes,,,
16668,3/20/2020,Discover Financial Services,Electronic,,9,,,,Yes,,,
16669,3/20/2020,"Family Ford, Inc. (d/b/a Family Ford of Enfield, Inc.)",Paper,Yes,218,Yes,,Yes,,Yes,,
16659,3/20/2020,Steele County,Electronic,Yes,2,,,Yes,,,,
16660,3/20/2020,Censeo Consulting Group Inc,Electronic,Yes,4,Yes,,,,Yes,,
16670,3/22/2020,"The Roasterie, Inc",Electronic,Yes,27,,,,Yes,Yes,,
16671,3/23/2020,Northeast Rehabilitation Hospital,Paper,Yes,1,,Yes,,,,,
16672,3/23/2020,North Shore Medical Center,Electronic,Yes,1,Yes,,,,Yes,,
16673,3/23/2020,Hajoca Corporation,Electronic,Yes,170,,,,Yes,Yes,,
16674,3/23/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16675,3/23/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16676,3/23/2020,"Enerco Group, Inc.",Electronic,Yes,12,,Yes,,Yes,Yes,,
16679,3/23/2020,"Ciccone, Koseff & Company, P.C.",Electronic,Yes,3,Yes,Yes,,,Yes,,
16680,3/24/2020,Legacy Mutual Mortgage,Electronic,Yes,5,Yes,,,,Yes,,
16678,3/24/2020,"Matrix Absence Management, Inc.",Electronic,Yes,3,Yes,Yes,,,Yes,,
16696,3/25/2020,VMS Fund Administration LLC,Electronic,Yes,48,Yes,,,,Yes,,
16697,3/25/2020,BFS Capital,Electronic,Yes,1,Yes,,,,Yes,,
16698,3/25/2020,"Rosenfelt, Siegel & Goldberg CPA",Electronic,Yes,7,Yes,,,,Yes,,
16699,3/25/2020,Total Quality Logistics,Electronic,Yes,32,Yes,Yes,,,Yes,,
16592,3/25/2020,The Village Bank,Electronic,,2,,,,Yes,,,
16677,3/26/2020,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
16693,3/26/2020,Farm Family Casualty Insurance Company,Electronic,,21,Yes,,,,Yes,,
16694,3/26/2020,Bristol Bay Native Corporation,Electronic,Yes,2,Yes,,,,Yes,,
16695,3/26/2020,"Federated Group, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
16687,3/27/2020,"Nature's Way Brands, LLC",Electronic,Yes,18,Yes,Yes,Yes,,Yes,,
16688,3/27/2020,"American Express Travel Related Services Company, Inc.",Electronic,,8,,,,Yes,,,
16689,3/27/2020,General Dynamics Information Technology (GDIT),Paper,Yes,3,Yes,,,,Yes,,
16690,3/27/2020,"Purcell Communications, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
16691,3/27/2020,"American Express Travel Related Services Company, Inc",Electronic,,3,,,,Yes,,,
16692,3/27/2020,The Village Bank,Electronic,,1,,,,Yes,,,
16682,3/30/2020,"American Express Travel Related Services Company, Inc.",Paper,Yes,23,,,,Yes,Yes,,
16683,3/30/2020,UniBank for Savings,Electronic,,1,,Yes,,,,,
16684,3/30/2020,The Village Bank,Electronic,,3,,,,Yes,,,
16685,3/30/2020,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
16686,3/30/2020,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
16701,3/30/2020,Zerbee LLC,Electronic,Yes,50,,,,Yes,,,
16703,3/30/2020,Main Street Bank,Electronic,,1,,,,Yes,,,
16706,3/30/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16707,3/30/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16708,3/30/2020,"Tann, Brown, & Russ Co",Electronic,Yes,1,Yes,,,,Yes,,
16702,3/31/2020,The Huntington National Bank,Electronic,Yes,2,,Yes,,,Yes,,
16681,3/31/2020,Jamaica National Bank,Electronic,Yes,834,Yes,Yes,Yes,Yes,Yes,,
16700,3/31/2020,Intuit,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
16714,3/31/2020,"Freedom Financial Network, LLC",Electronic,,18,Yes,,,Yes,Yes,,
16715,3/31/2020,"Confidio, LLC",Electronic,Yes,2,Yes,,,,Yes,,
16716,3/31/2020,National Institute for Automotive Service Excellence,Electronic,Yes,247,,,,Yes,,,
16717,3/31/2020,Virginia Commonwealth University Health System,Electronic,Yes,15,Yes,,,,Yes,,
16718,3/31/2020,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
16719,3/31/2020,"Brown Edwards & Company, L.L.P.",Electronic,Yes,1,Yes,,,,Yes,,
16705,4/1/2020,"Plano Synergy Holdings, Inc",Electronic,Yes,4,,Yes,,,,,
16710,4/1/2020,"FC Compassus, LLC",Electronic,Yes,2,Yes,,,,Yes,,
16711,4/1/2020,"TTV Capital, LLC",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
16712,4/1/2020,Watertown Savings Bank,Electronic,,4,,,,Yes,,,
16713,4/1/2020,JLK Insurance Group,Electronic,Yes,70,,Yes,,,,,
16744,4/2/2020,"Grippin, Donlan & Pinkham, PLC",Electronic,Yes,7,Yes,Yes,,,Yes,,
16745,4/2/2020,Exemplis LLC,Electronic,Yes,3,,,,Yes,,,
16746,4/2/2020,First Third Bank,Electronic,Yes,112,Yes,Yes,Yes,Yes,Yes,,
16720,4/2/2020,Sprint,Electronic,,3,,,Yes,,Yes,,
16721,4/2/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16722,4/2/2020,Main Street Bank,Electronic,,1,,,,Yes,,,
16723,4/2/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16724,4/2/2020,"The Wahl Law Firm, PLLC",Electronic,Yes,1,Yes,,,,Yes,,
16725,4/2/2020,Eagle Bank,Electronic,,20,,,,Yes,,,
16704,4/2/2020,"Bolt Innovation Management, LLC",Electronic,,23,Yes,,,,Yes,,
16709,4/2/2020,ST MARYS CREDIT UNION,Electronic,,3,,,,Yes,,,
16741,4/3/2020,"Napierski, VanDenburgh, Napierski & Oconnor, LLP",Electronic,Yes,3,Yes,,Yes,,Yes,,
16742,4/3/2020,"American Express Travel Related Services Company, Inc.",Electronic,,199,,,,Yes,,,
16743,4/3/2020,Joliet Junior College,Electronic,Yes,1,Yes,,,,Yes,,
16739,4/6/2020,NS Leasing LLC,Electronic,Yes,155,Yes,Yes,Yes,,Yes,,
16740,4/6/2020,Winchester Savings Bank,Electronic,,4,Yes,,,Yes,,,
16736,4/6/2020,"Spinrite, Inc.",Electronic,Yes,13,Yes,Yes,,,Yes,,
16737,4/6/2020,ACORE Capital,Electronic,Yes,2,Yes,,,,Yes,,
16747,4/6/2020,"SunBrite TV, LLC",Electronic,Yes,11,,,,Yes,Yes,,
16731,4/7/2020,"Weber and Company, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
16732,4/7/2020,The Federal Savings Bank,Electronic,,7,Yes,Yes,,Yes,Yes,,
16733,4/7/2020,Glass & Shuffett Ltd.,Electronic,Yes,2,Yes,Yes,,,Yes,,
16734,4/7/2020,Dedham Savings Bank,Paper,,4,Yes,Yes,,,Yes,,
16735,4/7/2020,Raymond James,Electronic,Yes,3,,Yes,,,Yes,,
16738,4/8/2020,Bank of America,Paper,,1,Yes,Yes,,,Yes,,
16748,4/8/2020,"Residential Capital Partners, LLC",Electronic,Yes,9,Yes,Yes,Yes,,Yes,,
16726,4/8/2020,Main Street Bank,Electronic,,3,,,,Yes,,,
16727,4/8/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16728,4/8/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16729,4/8/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16730,4/8/2020,"TaxAct, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
16774,4/8/2020,"Grape Holding, NV",Electronic,Yes,1926,,,,Yes,,,
16775,4/8/2020,"American Express Travel Related Services Company, Inc.",Paper,,3,,,,Yes,,,
16767,4/9/2020,Bimba LLC,Electronic,,20,,,,Yes,Yes,,
16768,4/9/2020,TD Bank N.A.,Electronic,,1,,Yes,,,Yes,,
16769,4/9/2020,"Technique Golf, LLC dba Super Stroke USA",Electronic,Yes,116,,,,Yes,,,
16770,4/9/2020,"MUFG Union Bank, N.A.",Electronic,,1,,,,Yes,Yes,,
16771,4/9/2020,Sharon & Crescent United Credit Union,Electronic,Yes,35,,Yes,,,,,
16772,4/9/2020,Lincoln Financial Securities Corporation,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
16773,4/9/2020,"American Express Travel Related Services Company, Inc.",Electronic,,2,,,,Yes,,,
16754,4/9/2020,The Village Bank,Electronic,,21,,,,Yes,,,
16755,4/10/2020,Tiger Chef,Electronic,Yes,35,,,,Yes,,,
16765,4/10/2020,"Wolf Principal Holdings, LP",Electronic,Yes,23,Yes,Yes,,,Yes,,
16766,4/10/2020,Winchester Savings Bank,Electronic,,2,,Yes,,Yes,,,
16764,4/12/2020,The King's College,Electronic,,1,Yes,,,,Yes,,
16761,4/13/2020,Hebrew Educational Alliance,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
16762,4/13/2020,"Double Verify, Inc.",Paper,Yes,2,Yes,Yes,,,Yes,,
16763,4/13/2020,Intuit Inc.,Electronic,Yes,6,Yes,,Yes,,Yes,,
16758,4/14/2020,"Viscogliosi Bros., LLC",Electronic,Yes,4,Yes,,,Yes,Yes,,
16759,4/14/2020,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
16760,4/14/2020,Affordacare Urgent Care Clinics,Electronic,Yes,3,Yes,,,,Yes,,
16756,4/14/2020,The Village Bank,Electronic,,1,,,,Yes,,,
16757,4/15/2020,North Shore Bank,Electronic,Yes,1,Yes,,,,Yes,,
16749,4/15/2020,Massachusetts General Hospital,Electronic,Yes,2,Yes,,,,Yes,,
16750,4/15/2020,"U.S. Express Enterprises, Inc.",Electronic,Yes,88,Yes,Yes,Yes,,Yes,,
16751,4/15/2020,Dynavax Technologies Corporation,Electronic,Yes,3,Yes,Yes,,,Yes,,
16752,4/15/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16753,4/15/2020,Providence St. Joseph Health,Both,Yes,7,Yes,,,,Yes,,
16776,4/15/2020,FFP Realty Corporation,Paper,,7,Yes,,,,Yes,,
16777,4/15/2020,Lee Holding Company a/k/a Lee Auto Malls,Electronic,,4,Yes,,,,Yes,,
16778,4/15/2020,Sprint,Electronic,,6,,Yes,Yes,Yes,Yes,,
16805,4/15/2020,TIAA,Electronic,Yes,14,Yes,,,,Yes,,
16806,4/15/2020,"McCauley & Associates, LLC",Electronic,,5,Yes,Yes,Yes,,Yes,,
16807,4/15/2020,Dedham Savings,Electronic,Yes,1,Yes,,,,Yes,,
16808,4/15/2020,Webster Five Cents Savings Bank,Electronic,,19,,,,Yes,,,
16800,4/16/2020,"American Express Travel Related Services Company, Inc",Electronic,,7,,,,Yes,,,
16801,4/16/2020,Dover Asia Trading Private Limited,Electronic,Yes,1,,,Yes,,Yes,,
16802,4/16/2020,"Merritt Park Holdings, LLC, Hampshire Properties, LLC, and Hampshire Assets, LLC",Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
16803,4/16/2020,ExecuPharm Inc.,Electronic,Yes,67,Yes,Yes,Yes,Yes,Yes,,
16804,4/16/2020,"Fareway Stores, Inc",Electronic,,3,Yes,,,,Yes,,
16791,4/17/2020,Ambry Genetics Corporation,Electronic,Yes,5437,Yes,,,,Yes,,
16792,4/17/2020,Squar Milner LLP,Electronic,Yes,11,Yes,,,,Yes,,
16793,4/17/2020,"Fusion Management Services, LLC",Electronic,Yes,146,Yes,,,,Yes,,
16794,4/17/2020,"Sawan Investment Corporation d/b/a Sleep Inn & Suites Near Downtown North -- Houston, TX",Electronic,Yes,1,,,Yes,Yes,,,
16795,4/17/2020,Southwest Airlines Pilots Association (SWAPA),Electronic,Yes,3,Yes,,,,Yes,,
16797,4/17/2020,The Village Bank Account Alert,Electronic,,3,,,,Yes,,,
16798,4/17/2020,The Village Bank,Electronic,,6,,,,Yes,,,
16799,4/17/2020,St Marys Credit Union,Electronic,,2,,,,Yes,,,
16790,4/18/2020,"PrimoHoagies Franchising, Inc.",Electronic,Yes,100,,,,Yes,Yes,,
16796,4/20/2020,TD Bank N.A.,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
16783,4/20/2020,Angeles Wealth Management,Electronic,Yes,2,,Yes,,,Yes,,
16784,4/20/2020,Volusion LLC,Electronic,,11673,,,,Yes,,,
16785,4/20/2020,Silicon Valley Community Foundation,Electronic,Yes,45,,,Yes,,Yes,,
16786,4/20/2020,Beaumont Health,Electronic,Yes,17,Yes,,,,,,
16787,4/20/2020,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
16788,4/20/2020,The Village Bank,Electronic,,2,,,,Yes,,,
16789,4/20/2020,The Village Bank,Electronic,,1,,,,Yes,,,
16779,4/21/2020,"Presidio, Inc.",Electronic,Yes,202,Yes,Yes,,,Yes,,
16780,4/21/2020,"QCI Asset Management, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
16781,4/21/2020,Seamen's Bank,Electronic,Yes,1,,Yes,,,,,
16782,4/21/2020,Lakeland Community College,Electronic,Yes,19,Yes,Yes,,,Yes,,
16809,4/21/2020,Main Street Bank,Electronic,,1,,,,Yes,,,
16810,4/21/2020,Oxfam America Inc.,Electronic,Yes,839,Yes,,,,Yes,,
16855,4/21/2020,Lincoln Savings Bank,Electronic,Yes,1,Yes,,,,Yes,,
16856,4/21/2020,"Tupperware U.S., Inc.",Electronic,Yes,59,,,,Yes,,,
16857,4/21/2020,Luxe Energy LLC,Electronic,Yes,1,Yes,,,,Yes,,
16858,4/21/2020,"Diamond Resorts Holdings, LLC",Paper,,1,Yes,,Yes,,Yes,,
16859,4/21/2020,"American Express Travel Related Services Company, Inc",Electronic,,6,,,,Yes,,,
16847,4/22/2020,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
16848,4/22/2020,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
16849,4/22/2020,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
16850,4/22/2020,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
16851,4/22/2020,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
16852,4/22/2020,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
16853,4/22/2020,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
16854,4/22/2020,"Wells Fargo Bank, N.A.",Electronic,Yes,22,,Yes,,,Yes,,
16844,4/23/2020,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
16845,4/23/2020,"Transamerica, LLC and its affiliates",Electronic,Yes,1,,Yes,,,Yes,,
16846,4/23/2020,"Nutiva, Inc",Electronic,Yes,2,,Yes,,,Yes,,
16840,4/23/2020,Massachusetts State College Building Authority,Electronic,Yes,41,Yes,Yes,,,Yes,,
16841,4/23/2020,St Marys Credit Union,Electronic,,3,,,,Yes,,,
16842,4/23/2020,"Sanborn-Tuepker Associates, P.C.",Electronic,Yes,17,Yes,Yes,Yes,,Yes,,
16830,4/24/2020,United Cerebral Palsy Heartland,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
16831,4/24/2020,FRB Federal Credit Union,Electronic,Yes,41,Yes,Yes,Yes,Yes,Yes,,
16832,4/24/2020,Timothy S. Hart Tax Law Group,Electronic,Yes,6,Yes,,,,Yes,,
16833,4/24/2020,"The Vanguard Group, Inc.",Paper,Yes,1,Yes,Yes,,,Yes,,
16834,4/24/2020,The Village Bank,Electronic,,1,,,,Yes,,,
16835,4/24/2020,"The Vanguard Group, Inc.",Paper,Yes,1,Yes,Yes,,,Yes,,
16836,4/24/2020,The Village Bank,Electronic,,4,,,,Yes,,,
16838,4/24/2020,Rockland Trust,Paper,Yes,3,,Yes,,,Yes,,
16829,4/25/2020,Daniel Bendetowicz MD PA,Electronic,Yes,13,Yes,,,,Yes,,
16822,4/27/2020,"Ray Insurance Agency, Inc.",Electronic,Yes,15,,,Yes,,Yes,,
16823,4/27/2020,"American Express Travel Related Services Company, Inc.",Electronic,,5,,,,Yes,,,
16824,4/27/2020,St Marys Credit Union,Electronic,,10,,,,Yes,,,
16825,4/27/2020,"The Vanguard Group, Inc.",Paper,Yes,1,Yes,Yes,,,Yes,,
16826,4/27/2020,Meridian Health Services Corp,Electronic,Yes,10,Yes,Yes,Yes,Yes,Yes,,
16827,4/27/2020,State Street Bank & Trust Company,Electronic,Yes,2,,Yes,,,,,
16828,4/27/2020,The Village Bank,Electronic,,2,,,,Yes,,,
16821,4/28/2020,"Timberland Investment Resources, LLC",Electronic,Yes,12,Yes,Yes,Yes,Yes,Yes,,
16811,4/29/2020,Massachusetts Eye and Ear,Electronic,Yes,1,,,,,,,
16812,4/29/2020,Spaulding Rehabilitatioin Network,Paper,Yes,1,,,,,Yes,,
16813,4/29/2020,Spaulding Rehabilitatioin Network,Electronic,Yes,1,Yes,,,,Yes,,
16814,4/29/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16815,4/29/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16816,4/29/2020,"KandyPens, Inc.",Electronic,Yes,1646,,,,Yes,,,
16817,4/29/2020,Main Street Bank,Electronic,,2,,,,Yes,,,
16818,4/29/2020,Mutual One Bank,Electronic,,1,,,,Yes,,,
16819,4/29/2020,Main Street Bank,Electronic,,1,,,,Yes,,,
16820,4/29/2020,Main Street Bank,Electronic,,2,,,,Yes,,,
16860,4/29/2020,Bank of America,Electronic,Yes,2,Yes,Yes,,,Yes,,
16861,4/29/2020,Bank of America,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
16884,4/29/2020,St Marys Credit Union,Electronic,,1,,,,Yes,,,
16885,4/29/2020,St Marys Credit Union,Electronic,,2,,,,Yes,,,
16886,4/29/2020,"Capital Brands Distibution, LLC",Electronic,Yes,83,,,,Yes,,,
16887,4/29/2020,UniCarriers Americas Corporation,Electronic,Yes,9,Yes,,,,Yes,,
16875,4/30/2020,"MBS Textbook Exchange, LLC",Electronic,Yes,45,,,,Yes,,,
16876,4/30/2020,2Life Communities,Electronic,Yes,1,Yes,,,,Yes,,
16877,4/30/2020,Genworth,Paper,Yes,1,,Yes,,,Yes,,
16878,4/30/2020,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,
16879,4/30/2020,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
16880,4/30/2020,"Lifesprk, LLC",Electronic,Yes,3,Yes,,,,Yes,,
16881,4/30/2020,TD Bank N.A.,Electronic,Yes,65,Yes,Yes,,,Yes,,
16882,4/30/2020,Eagle Bank,Electronic,,3,,,,Yes,,,
16883,4/30/2020,Averett University,Electronic,,3,Yes,,,,Yes,,
16872,5/1/2020,The City of Fort Lauderdale,Electronic,,14,Yes,,,,Yes,,
16873,5/1/2020,"McKissock Investment Holdings, LLC",Electronic,Yes,9,,,Yes,,Yes,,
16874,5/1/2020,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
16866,5/4/2020,Pacific Press Publishing Association,Electronic,Yes,110,,,,Yes,Yes,,
16867,5/4/2020,Savers Bank,Electronic,,2,,,,Yes,,,
16868,5/4/2020,Peregrine Corporation d/b/a PSL Services,Electronic,Yes,14,Yes,Yes,,,Yes,,
16869,5/4/2020,"Environmental Data Resources, LLC",Electronic,Yes,16,Yes,Yes,Yes,Yes,Yes,,
16870,5/4/2020,The Village Bank,Electronic,,3,,,,Yes,,,
16871,5/4/2020,The Village Bank,Electronic,,1,,,,Yes,,,
16864,5/5/2020,Impact Mobile Home Communities,Electronic,Yes,13,Yes,Yes,,,Yes,,
16865,5/5/2020,Watertown Savings Bank,Electronic,,25,,,,Yes,,,
16862,5/6/2020,"Chegg, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
16863,5/6/2020,Aroma Joe¶s Franchising LLC,Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
16888,5/6/2020,Haynie & Company Certified Public Accountants Inc.,Electronic,Yes,1,Yes,,,,Yes,,
16889,5/6/2020,"Santander Bank, N.A.",Electronic,Yes,8,Yes,Yes,Yes,,Yes,,
16843,5/6/2020,Main Street Bank,Electronic,,5,,,,Yes,,,
16839,5/6/2020,Main Street Bank,Electronic,,8,,,,Yes,,,
16921,5/7/2020,Atria Wellth Solutions,Electronic,Yes,125,Yes,,,,Yes,,
16922,5/7/2020,Moorestown Visiting Nurse Association,Electronic,,10,Yes,,,,Yes,,
16924,5/7/2020,People's United Bank,Electronic,Yes,1,Yes,,,,Yes,,
