Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26247,3/26/2022,"Super Care, Inc. dba SuperCare Health",Electronic,Yes,33,Yes,,,,Yes,,
26245,3/27/2022,"Cytometry Specialists, Inc. dba CSI Laboratories",Electronic,Yes,1,Yes,,,,Yes,,
26265,3/28/2022,Gleason Corporation,Electronic,Yes,1,Yes,,,,Yes,,
26266,3/28/2022,Locks Law Firm,Electronic,Yes,7,Yes,,,,Yes,,
26267,3/28/2022,North Orange County Community College District,Electronic,Yes,8,Yes,Yes,Yes,,Yes,,
26254,3/28/2022,Klein Mirsky LLC,Electronic,Yes,3,Yes,,,,Yes,,
26255,3/28/2022,Resources for Human Development,Electronic,Yes,70,Yes,,,Yes,Yes,,Yes
26256,3/28/2022,"Gerald O. Dry, P.A",Electronic,Yes,22,Yes,Yes,Yes,,Yes,,
26257,3/28/2022,"Benefit Strategies, LLC",Electronic,Yes,12,Yes,Yes,,,Yes,,
26258,3/28/2022,SAVERS BANK,Electronic,,1,,,,Yes,,,
26259,3/28/2022,The Tranzonic Companies,Electronic,Yes,70,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26260,3/28/2022,SAVERS BANK,Electronic,,1,,,,Yes,,,
26261,3/28/2022,Syracuse University,Electronic,Yes,235,Yes,Yes,,,Yes,,
26244,3/28/2022,WINCHESTER SAVINGS BANK,Electronic,,7,,,,Yes,,,
26262,3/29/2022,"American Express Travel Related Services Company, Inc.",Electronic,,29,,,,Yes,,,
26263,3/29/2022,"Ameriprise Financial, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
26264,3/29/2022,CMG Mortgage Inc.,Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
26268,3/29/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
26275,3/29/2022,Massachusetts Housing Investment Corporation (MHIC),Electronic,Yes,22805,Yes,Yes,Yes,,Yes,,
26276,3/29/2022,Youth Consultation Service,Electronic,Yes,21,,Yes,,,,,
26271,3/30/2022,"Carvana, LLC",Electronic,Yes,1,,,Yes,,Yes,,
26272,3/30/2022,"Community Interactions, Inc.",Electronic,Yes,2,,Yes,,,Yes,,
26273,3/30/2022,Strongwell,Electronic,Yes,1,Yes,,,,Yes,,
26274,3/30/2022,Capital Region Medical Center,Electronic,Yes,3,Yes,,Yes,,Yes,,
26270,3/31/2022,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
26288,3/31/2022,"Grandison Management, Inc. / Towne Homecare, LLC",Electronic,Yes,301,Yes,Yes,Yes,Yes,Yes,,
26289,3/31/2022,"Rentex, Inc.",Electronic,Yes,218,Yes,,Yes,,Yes,,
26290,3/31/2022,"SandRidge Energy, LLC",Electronic,Yes,1,Yes,,,,Yes,,
26291,3/31/2022,"Tangible Solutions, Inc.",Electronic,Yes,26,Yes,,,,Yes,,
26294,3/31/2022,"Blockchain Capital, LLC",Electronic,Yes,2,Yes,,,,Yes,,
26277,4/1/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
26278,4/1/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26279,4/1/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
26281,4/1/2022,HelmsBriscoe Performance Group Inc.,Electronic,Yes,7,Yes,Yes,,,Yes,,
26282,4/1/2022,Goosmann Rose Colvard & Cramer PA,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
26283,4/1/2022,"Summit BHC West Virginia, LLC d/b/a Highland Hospital",Electronic,Yes,2,Yes,,,,Yes,,
26284,4/1/2022,New York Life Insurance Company,Paper,,2,Yes,Yes,,,Yes,,
26285,4/1/2022,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
26286,4/1/2022,"American Express Travel Related Services Company, Inc.",Electronic,,248,,,,Yes,,,
26287,4/1/2022,Watertown Savings Bank,Electronic,,2,,,,Yes,,,
26280,4/4/2022,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
26295,4/4/2022,Adams Community Bank,Electronic,,2,,,,Yes,,,
26296,4/4/2022,Altoona Area School District,Electronic,Yes,4,Yes,Yes,,,Yes,,
26297,4/4/2022,The Village Bank,Electronic,,1,,,,Yes,,,
26298,4/4/2022,The Village Bank,Electronic,,1,,,,Yes,,,
26292,4/4/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
26293,4/4/2022,Main Street Bank,Electronic,,1,,,,Yes,,,
26307,4/4/2022,Cash App Investing LLC,Electronic,,126211,,Yes,,,Yes,,
26308,4/4/2022,"BH Automotive, LLC",Electronic,Yes,6,Yes,,,,Yes,,
26309,4/4/2022,Berkshire Taconic Community Foundation,Electronic,Yes,2,,Yes,,,,,
26300,4/5/2022,NHS Management LLC,Electronic,Yes,16,Yes,Yes,Yes,,Yes,,
26301,4/5/2022,"Carroll Land Services, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26302,4/5/2022,Whitefish School District,Electronic,Yes,2,Yes,,,,Yes,,
26303,4/5/2022,HDI Global Insurance Company,Electronic,,1,,Yes,,,,,
26304,4/5/2022,The Village Bank,Electronic,,,,,,,,,
26305,4/5/2022,River City Insurance Group d/b/a Lavinder Group & Associates,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
26306,4/5/2022,St. Mary's Credit Union,Electronic,,4,,,,Yes,,,
26508,4/5/2022,El Monte RV Rental and Sales,Electronic,Yes,247,,Yes,Yes,Yes,Yes,,
26310,4/6/2022,Pride Tree Holidings,Electronic,,3,Yes,,,,Yes,,
26311,4/6/2022,Siena Analytics,Electronic,Yes,2,,Yes,,,,,
26312,4/6/2022,Advantage Benefits Group,Electronic,Yes,7,Yes,,Yes,,Yes,,
26314,4/6/2022,"ebm-papst, Inc.",Electronic,Yes,8,Yes,,Yes,,Yes,,
26315,4/6/2022,"DialAmerica Marketing, Inc.",Electronic,Yes,452,,Yes,,,Yes,,
26316,4/6/2022,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,,Yes,,,,,
26299,4/6/2022,Rockland Trust,Electronic,Yes,3,,Yes,,,,,
26327,4/6/2022,"EYP, Inc.",Electronic,Yes,45,Yes,Yes,,,Yes,,
26317,4/7/2022,"Pingora Loan Servicing, LLC",Electronic,Yes,21218,Yes,Yes,Yes,,Yes,,
26318,4/7/2022,"Ameriprise Financial, Inc.",Paper,,1,Yes,Yes,,,Yes,,
26319,4/7/2022,IMCO General Construction,Electronic,Yes,1,Yes,Yes,,,Yes,,
26320,4/7/2022,Cape Cod Five,Electronic,,1,Yes,,,,Yes,,
26313,4/7/2022,Prio Wealth LP,Electronic,,529,,Yes,,,,,
26324,4/7/2022,"Herman J Price, CPA AC",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
26325,4/7/2022,Bishop Eye Center,Electronic,Yes,1,Yes,,,,Yes,,
26326,4/7/2022,Northern Savings Credit Union,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26322,4/8/2022,Geheber Lewis Associates,Electronic,Yes,1,Yes,,,,Yes,,
26323,4/8/2022,EMC National Life Company,Electronic,Yes,568,Yes,Yes,Yes,Yes,Yes,,
26328,4/8/2022,Webster Five Cents Savings Bank,Electronic,,4,,,,Yes,,,
26329,4/8/2022,HDI Global Insurance Company,Electronic,Yes,1,,Yes,,,Yes,,
26330,4/8/2022,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
26331,4/8/2022,New Jersey Brain & Spine,Electronic,Yes,51,Yes,Yes,Yes,Yes,Yes,,
26332,4/8/2022,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,Yes,Yes,,,Yes,,
26333,4/8/2022,"American Express Travel Related Services Company, Inc.",Electronic,,62,,,,Yes,,,
26334,4/8/2022,Cartegraph,Electronic,Yes,1,Yes,,,,Yes,,
26335,4/8/2022,Monogram Capital Partners,Electronic,Yes,4,Yes,Yes,,,Yes,,
26336,4/8/2022,Cannabis Control Commission,Electronic,,2016,Yes,Yes,Yes,,Yes,,
26337,4/8/2022,"Allen & Major Associates, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
26338,4/8/2022,Rhode Island Resource Recovery Corporation,Electronic,,20,Yes,,Yes,,Yes,,
26339,4/8/2022,Signature Healthcare Corporation,Electronic,Yes,10,Yes,,Yes,,Yes,,
26340,4/11/2022,St. Mary's Credit Union,Electronic,,26,,,,Yes,,,
26341,4/11/2022,Eagle Bank,Electronic,,2,,,,Yes,,,
26342,4/11/2022,Adams Communtiy Bank,Electronic,,3,,,,Yes,,,
26343,4/11/2022,The Village Bank,Electronic,,6,,Yes,,Yes,,,
26344,4/11/2022,Apis Services Inc.,Electronic,Yes,4,Yes,,,,Yes,,
26345,4/11/2022,Teamster Members Retirement Plan,Electronic,Yes,2,Yes,,,,Yes,,
26346,4/11/2022,Rockland Trust,Electronic,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26347,4/11/2022,International Brotherhood of Electrical Workers Local #5,Electronic,Yes,27,Yes,,,,Yes,,
26348,4/12/2022,The Village Bank,Electronic,,1,,Yes,,Yes,,,
26349,4/12/2022,"Harrison, Mauro, & Morgan P.A",Electronic,Yes,6,Yes,,,,Yes,,
26350,4/12/2022,"Arkansas Otolaryngology Center, P.A.",Electronic,,2,,Yes,,,Yes,,
26351,4/12/2022,Churchill Mortgage Corporation,Electronic,Yes,58,Yes,Yes,Yes,Yes,Yes,,
26352,4/12/2022,Maplesoft,Electronic,Yes,28,,,,Yes,,,
26353,4/12/2022,"Bob's Discount Furniture, LLC",Electronic,,6,,,,Yes,Yes,,
26354,4/12/2022,"Coastal Construction Group of South Florida, Inc.",Electronic,Yes,1,,Yes,,,Yes,,
26360,4/12/2022,"Wealth Strategy Advisors, llc",Electronic,,1,Yes,Yes,,,Yes,,
26357,4/12/2022,South Shore Hospital Corporation,Electronic,Yes,4,Yes,Yes,,,Yes,,
26358,4/13/2022,Eastern Bank,Electronic,,84,,,,Yes,,,
26359,4/13/2022,Commonwealth of Massachusetts Health Policy Commission,Electronic,,,Yes,,Yes,,Yes,,
26356,4/13/2022,Mutual One Bank,Electronic,,3,,,,Yes,,,
26361,4/13/2022,Snap-on Incorporated,Electronic,Yes,673,Yes,Yes,Yes,,Yes,,
26362,4/13/2022,Cooperative Bank of Cape Cod,Electronic,,240,,,,Yes,,,
26363,4/13/2022,South Shore Bank,Electronic,Yes,2,Yes,,,,Yes,,
26364,4/13/2022,TransNational Bankcard L.L.C.,Electronic,Yes,1,Yes,,,,Yes,,
26365,4/13/2022,Rokstad Power Inc.,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,Yes
26366,4/13/2022,"Burns Entertainment and Sports Marketing, LLC",Electronic,Yes,2,Yes,,,,Yes,,
26367,4/14/2022,"Miranda CPA, PLLC",Electronic,Yes,2,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26368,4/14/2022,St. Marys Credit Union,Electronic,,2,,,,Yes,,,
26369,4/14/2022,"Mahaffey USA, LLC",Electronic,Yes,10,Yes,Yes,Yes,,Yes,,
26370,4/14/2022,Bernards Township School District,Electronic,Yes,14,Yes,Yes,Yes,Yes,Yes,,
26371,4/14/2022,Town of Hyde Park,Electronic,Yes,1,Yes,,,,Yes,,
26373,4/15/2022,Adams Communtiy Bank,Electronic,,1,,,,Yes,,,
26374,4/15/2022,Citizens Bank,Paper,,209,,Yes,,,Yes,,
26375,4/15/2022,Portageville School District,Electronic,Yes,1,Yes,,,,Yes,,
26382,4/15/2022,Intuit Inc.,Electronic,,1,,,Yes,,Yes,,
26383,4/15/2022,Kingsley and Kingsley Lawyers,Electronic,Yes,9,Yes,,,,Yes,,
26384,4/15/2022,"Healthplex, Inc.",Electronic,Yes,32,Yes,Yes,Yes,Yes,Yes,,
26385,4/16/2022,PlanMember Securities Corporation,Electronic,Yes,188,Yes,Yes,,,Yes,,
26386,4/17/2022,City of Gloucester,Electronic,Yes,62,Yes,,Yes,,Yes,,
26387,4/18/2022,WINCHESTER SAVINGS BANK,Electronic,,4,,,,Yes,,,
26388,4/18/2022,Adams Community Bank,Electronic,,1,,,,Yes,,,
26389,4/18/2022,"Ritch, Greenberg & Hassan, PC",Electronic,Yes,92,Yes,Yes,Yes,,Yes,,
26390,4/18/2022,UNITE HERE Retirement Fund,Electronic,,17133,Yes,,,,Yes,,
26391,4/18/2022,"IDC Research, Inc.",Electronic,Yes,107,Yes,Yes,,,Yes,,
26392,4/18/2022,"UNAPEN, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
26393,4/18/2022,"American Express Travel Related Services Company, Inc.",Electronic,,21,,,,Yes,,,
26394,4/18/2022,The Santa Fe Opera,Electronic,Yes,61,Yes,Yes,Yes,Yes,Yes,,
26395,4/18/2022,"American Express Travel Related Services Company, Inc.",Electronic,,25,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26396,4/18/2022,"American Express Travel Related Services Company, Inc.",Electronic,,15,,,,Yes,Yes,,
26397,4/18/2022,Array Marketing Canada/Summit,Electronic,Yes,3,Yes,,,,Yes,,
26398,4/19/2022,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
26399,4/19/2022,Rockland Trust,Paper,Yes,,,,Yes,,Yes,,
26400,4/19/2022,United McGill Corporation,Electronic,Yes,2,Yes,Yes,,,Yes,,
26401,4/19/2022,"Forshaw, Inc.",Electronic,Yes,11,Yes,,,,Yes,,
26402,4/19/2022,Amerifirst Financial Corporation,Electronic,Yes,6,Yes,,Yes,,Yes,,
26376,4/19/2022,Jon-Don LLC,Electronic,Yes,14,Yes,,,,Yes,,
26377,4/19/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
26378,4/19/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
26379,4/19/2022,Main Street Bank,Electronic,,1,,,,Yes,,,
26380,4/19/2022,Main Street Bank,Electronic,,14,,,,Yes,,,
26381,4/19/2022,Spaulding Hospital,Paper,,1,,,,,Yes,,
26403,4/20/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
26404,4/20/2022,IBKC Mortgage,Electronic,,1,,Yes,,,Yes,,
26405,4/20/2022,American Society of Echocardiography,Electronic,Yes,3,Yes,Yes,Yes,Yes,Yes,,
26406,4/20/2022,"Bob's Red Mill Natural Foods, Inc.",Electronic,Yes,62,,,,Yes,,,
26407,4/20/2022,"Zelus Consulting Group, LLC",Electronic,,7,Yes,,,,Yes,,
26408,4/20/2022,Henry Company,Electronic,Yes,92,Yes,,,,Yes,,
26409,4/20/2022,"Goldsmith Molis & Gray, PLLC",Electronic,Yes,2,Yes,,,,Yes,,
26410,4/20/2022,Truist Financial Corporation,Electronic,,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26411,4/20/2022,"Burkhart Dental Supply Co., Inc.",Electronic,Yes,2,Yes,,Yes,,Yes,,
26412,4/20/2022,St. Marys Credit Union,Electronic,,4,,,,Yes,,,
26413,4/21/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
26414,4/21/2022,Rialto Markets LLC,Electronic,Yes,64,Yes,Yes,Yes,Yes,Yes,,
26415,4/21/2022,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
26416,4/21/2022,"Qumpus, Inc. d/b/a Better World Books",Electronic,Yes,1,Yes,,,,Yes,,
26417,4/21/2022,ProMed Molded Products,Electronic,Yes,3,Yes,,,,Yes,,
26418,4/21/2022,"Woods Construction, Inc.",Electronic,Yes,10,Yes,,Yes,,Yes,,
26419,4/21/2022,Sterling Valley Systems dba Inntopia,Electronic,Yes,4312,,,,Yes,Yes,,
26420,4/21/2022,The Smith & Wollensky Restaurant Group Inc.,Electronic,Yes,480,Yes,Yes,Yes,,Yes,,
26421,4/21/2022,HEINEKEN USA,Electronic,Yes,,Yes,,,,Yes,,Yes
26422,4/22/2022,American Honda Finance Corporation,Electronic,,2,,Yes,,,Yes,,
26423,4/22/2022,The Village Bank,Electronic,,3,,Yes,,Yes,,,
26424,4/22/2022,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,
26425,4/22/2022,MKRS Law,Electronic,Yes,7,Yes,,Yes,,Yes,,
26426,4/22/2022,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,
26427,4/22/2022,"Illinois Gastroenterology Group, PLLC",Electronic,Yes,2,Yes,,,,Yes,,
26428,4/22/2022,Columbus Metropolitan Housing Authority,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
26429,4/22/2022,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26430,4/22/2022,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
26431,4/22/2022,The Mental Health Center of Greater Manchester,Electronic,,8,,,,,,,
26433,4/22/2022,"American Express Travel Related Services Company, Inc.",Electronic,,179,,,,Yes,,,
26434,4/22/2022,The Village Bank,Electronic,,1,,Yes,,Yes,,,
26435,4/22/2022,The Village Bank,Electronic,,1,,Yes,,Yes,,,
26436,4/22/2022,Easterns Automotive Group,Electronic,Yes,1,Yes,,Yes,,Yes,,
26437,4/25/2022,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
26438,4/25/2022,"Southcoast Physician's Group, Inc.",Paper,Yes,1,,Yes,,,Yes,,
26439,4/25/2022,Adams Community Bank,Electronic,,3,,,,Yes,,,
26440,4/25/2022,Lewis and Clark Community College,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
26441,4/25/2022,"Cummins-Wagner Co., Inc.",Electronic,Yes,39,Yes,Yes,,,Yes,,
26442,4/25/2022,ARcare,Electronic,Yes,42,Yes,,,,Yes,,
26443,4/25/2022,Hills Properties,Electronic,Yes,23,Yes,Yes,,,Yes,,
26448,4/25/2022,Cooley Dickinson Health Care,Both,Yes,1,Yes,,,,Yes,,
26449,4/25/2022,Main Street Bank,Electronic,,3,,,,Yes,,,
26450,4/25/2022,Main Street Bank,Electronic,,3,,,,Yes,,,
26451,4/25/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
26452,4/25/2022,Silversea Cruises Ltd.,Electronic,Yes,58,Yes,Yes,,,,,
26446,4/25/2022,"Quantitative Economic Solutions, LLC",Electronic,Yes,50,Yes,Yes,,,Yes,,
26432,4/25/2022,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26445,4/26/2022,Lincoln National Life Insurance Company,Both,Yes,1,Yes,Yes,,,Yes,,
26444,4/27/2022,Martellor LLC,Electronic,Yes,3,,,,Yes,,,
26453,4/27/2022,"Worcester County, Maryland",Electronic,Yes,1,Yes,,,,Yes,,
26454,4/27/2022,"Allied Eye Physicians & Surgeons, Inc.",Electronic,,3,Yes,,,,Yes,,
26455,4/27/2022,"Summit Eye Associates, P.C.",Electronic,Yes,9,Yes,,,,Yes,,
26456,4/27/2022,"Smith Transport, Inc.",Electronic,Yes,49,Yes,,Yes,,Yes,,
26457,4/27/2022,"American Express Travel Related Services Company, Inc.",Electronic,,3,,,,Yes,,,
26458,4/27/2022,"Alvis, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
26459,4/27/2022,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
26460,4/27/2022,SAVERS BANK,Electronic,,3,,,,Yes,,,
26461,4/27/2022,SAVERS BANK,Electronic,,6,,,,Yes,,,
26462,4/27/2022,Fairfield County Implants & Periodontics,Electronic,Yes,49,Yes,,,,Yes,,
26463,4/27/2022,Reeb Millwork,Electronic,Yes,15,Yes,,Yes,,Yes,,
26464,4/27/2022,Adams Community Bank,Electronic,,3,,,,Yes,,,
26447,4/27/2022,Main Street Bank,Electronic,,1,,,,Yes,,,
26465,4/28/2022,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
26466,4/28/2022,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
26467,4/28/2022,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
26468,4/28/2022,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
26469,4/28/2022,Adams Community Bank,Electronic,,1,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26470,4/28/2022,President and Fellows of Harvard College,Electronic,Yes,4,Yes,Yes,,,Yes,,
26471,4/28/2022,Digital Federal Credit Union,Paper,Yes,1,,,,Yes,Yes,,
26472,4/28/2022,Valley View Hospital Association,Electronic,Yes,16,,,,,,,
26473,4/29/2022,Janney Montgomery Scott LLC,Electronic,Yes,916,Yes,Yes,,,Yes,,
26474,4/29/2022,"Brian D. Goguen, P.C.",Electronic,Yes,2134,Yes,Yes,,,Yes,,
26475,4/29/2022,"Frank Eye Center, P.A.",Electronic,,2,Yes,,,,Yes,,
26476,4/29/2022,"Pedersen Worldwide, LLC and its subsidiaries",Electronic,Yes,3,Yes,,,,Yes,,
26478,4/29/2022,"Mike Martin & Associates, Inc. d/b/a Martin Tax & Financial Services",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
26479,4/29/2022,University Title Company,Electronic,Yes,14,Yes,Yes,Yes,,Yes,,
26481,4/29/2022,Ad Astra Eye LLC,Electronic,,3,Yes,,,,Yes,,
26482,4/29/2022,Concorde General Agency,Electronic,Yes,2,,Yes,,,,,
26502,4/29/2022,Williams Sonoma Inc,Electronic,,2,,,,Yes,,,
26483,5/2/2022,The University of Alabama,Electronic,,1,Yes,,,,Yes,,
26484,5/2/2022,Jackson National Life Insurance Company,Electronic,Yes,1,,Yes,,,,,
26485,5/2/2022,Main Street Bank,Electronic,,2,,,,Yes,,,
26487,5/2/2022,"American Express Travel Related Services Company, Inc.",Electronic,,10,,,,Yes,,,
26488,5/2/2022,"Greenstein DeLorme & Luchs, PC",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
26489,5/2/2022,Jackson National Life Insurance Company,Paper,Yes,1,,Yes,,,,,
26477,5/2/2022,Allianz Life,Electronic,Yes,3,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26490,5/3/2022,National Association for Home Care & Hospice,Electronic,Yes,1,Yes,,,,Yes,,
26491,5/3/2022,"UFCW & Employers Trust, LLC",Electronic,Yes,2,Yes,,,,Yes,,
26493,5/3/2022,First Carolina Bank,Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
26486,5/3/2022,Utilities Board of The City of Foley,Electronic,Yes,27,Yes,Yes,Yes,Yes,Yes,,
26494,5/4/2022,"DiSiena CPAs, LLP",Electronic,Yes,1,Yes,,,,Yes,,
26492,5/4/2022,"Barsh and Cohen, P.C.",Electronic,Yes,2,Yes,Yes,,Yes,Yes,,Yes
26496,5/4/2022,Community Council of Nashua d/b/a Greater Nashua Mental Health,Electronic,,14,Yes,,,,Yes,,
26497,5/4/2022,The Lincoln National Life Insurance Company,Electronic,Yes,1,Yes,Yes,,,Yes,,
26498,5/4/2022,Circle Federal Credit Union,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
26499,5/5/2022,WINCHESTER SAVINGS BANK,Electronic,,4,,,,Yes,,,
26500,5/5/2022,Phillips Academy,Electronic,Yes,2,Yes,,,,Yes,,
26501,5/5/2022,Bank of America,Electronic,,1,Yes,,,,Yes,,
26509,5/5/2022,"Wells Fargo Bank, N.A.",Electronic,Yes,254,Yes,,,,Yes,,
26495,5/5/2022,Watertown Savings,Electronic,,5,,,,Yes,,,
26507,5/5/2022,Great Plains Beef LLC,Electronic,Yes,3,Yes,Yes,Yes,Yes,Yes,,
26515,5/6/2022,Cornish College of the Arts,Electronic,Yes,101,Yes,Yes,Yes,,Yes,,
26516,5/6/2022,FPS Medical Center,Electronic,Yes,16,Yes,,Yes,,Yes,,
26517,5/6/2022,Oklahoma City Indian Clinic,Electronic,Yes,3,,,,,Yes,,
26518,5/6/2022,"Malley's Candies, Inc.",Electronic,Yes,255,,,,Yes,,,
26519,5/6/2022,Jackson County Hospital District,Electronic,Yes,51,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26520,5/6/2022,Construction Supply Group,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
26510,5/6/2022,Watertown Savins Bank,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
26511,5/6/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
26512,5/6/2022,"Calvary Design Team, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
26503,5/6/2022,Lifetech Resources,Electronic,Yes,1,Yes,,,,Yes,,
26504,5/6/2022,Wilson Financial Services,Electronic,Yes,1,Yes,Yes,Yes,,,,
